#HIP (Name),Ra (Degrees),Dec (Degrees),Plx (milliarcsec),B (mag),V (mag),err_Plx,err_B,err_V
64390,197.96408969,-69.94201974,22.67,6.404,5.958,0.59,0.003,0.003
64441,198.12113717,-60.19379126,33.89,10.813,9.635,1.49,0.057,0.032
64478,198.2321126,-59.81634245,25.12,6.889,6.259,0.72,0.003,0.003
64537,198.42141002,-62.79393083,15.44,10.184,9.286,1.38,0.022,0.016
64583,198.56428372,-59.10285946,55.49,5.472,4.965,0.65,0.003,0.002
64623,198.68067991,-48.95680509,12.58,7.219,5.958,0.94,0.006,0.004
64673,198.83645956,-55.34126109,16.12,9.056,8.403,1.2,0.013,0.011
64790,199.18769159,-65.1381259,25.74,6.568,6.108,1.18,0.004,0.003
64934,199.65152808,-57.45426907,24.54,10.559,9.502,1.78,0.021,0.014
64957,199.72143493,-53.22155768,16.64,9.837,9.02,1.4,0.027,0.021
65010,199.88781897,-63.75544454,16.11,8.157,7.642,1.51,0.009,0.009
65034,199.96131249,-61.51329269,12.65,9.646,9.074,1.24,0.015,0.015
65036,199.96369673,-70.85494655,23.05,8.344,7.506,0.7,0.009,0.006
65100,200.12586392,-66.5334836,21.87,9.372,8.626,1.02,0.014,0.012
65146,200.24550886,-60.08738902,14.9,10.689,9.712,1.59,0.036,0.024
65176,200.34800142,-64.04963879,18.86,8.014,7.367,1.49,0.01,0.009
65387,201.00184737,-64.53561699,12.69,5.577,4.623,0.52,0.002,0.002
65433,201.1645261,-70.42992375,18.68,8.342,7.349,0.67,0.01,0.007
65468,201.28066834,-74.88749735,14.51,6.467,5.161,0.51,0.003,0.002
65479,201.30889897,-64.48509219,25.45,5.795,5.36,0.54,0.002,0.002
65785,202.29144771,-66.07860361,13.09,9.817,9.173,1.41,0.021,0.019
65986,202.93567392,-67.41698012,18.14,10.424,9.455,1.38,0.03,0.021
66032,203.06767787,-47.41835564,24.81,10.305,9.285,1.55,0.035,0.024
66121,203.31106587,-77.56901864,28.45,7.055,6.559,1.13,0.004,0.004
66230,203.60720975,-59.51189167,18.44,8.294,7.615,0.83,0.009,0.008
66418,204.24697056,-64.63761483,13.29,9.347,8.615,1.11,0.013,0.011
66438,204.30083723,-61.69157197,28.18,6.223,5.685,1.21,0.002,0.002
66618,204.83291243,-67.67035714,30.36,7.728,7.032,0.81,0.007,0.005
66676,205.03197848,-60.55673462,17.09,9.044,8.404,1.16,0.014,0.013
66678,205.03519277,-66.33946416,30.19,12.103,10.508,1.49,0.193,0.067
66681,205.04500863,-64.57655426,14.44,6.259,5.835,0.62,0.003,0.003
66693,205.07018677,-60.2659881,15.84,10.005,9.217,1.45,0.024,0.02
66721,205.15692583,-64.06958604,15.09,9.039,8.473,1.03,0.011,0.01
66754,205.2349718,-54.81976225,22.95,9.257,8.536,1.06,0.017,0.014
66814,205.42792916,-62.173808,23.62,10.104,9.227,1.16,0.016,0.012
66854,205.51528438,-48.46544417,21.59,10.103,9.244,1.25,0.026,0.021
66990,205.93640772,-51.62633649,14.96,9.145,8.34,1.03,0.017,0.013
67013,206.00373754,-61.3664706,13.13,9.02,7.795,1.34,0.009,0.006
67125,206.36436765,-48.79172929,17.64,7.379,6.821,0.81,0.006,0.006
67126,206.3699655,-58.645146,22.26,11.297,9.983,1.88,0.082,0.04
67205,206.57336652,-68.13877781,21.42,9.625,8.733,1.18,0.019,0.015
67234,206.66403516,-51.43269771,12.68,5.842,4.741,0.87,0.004,0.002
67237,206.67536714,-56.84966245,27.76,9.761,8.736,1.1,0.017,0.012
67292,206.86493683,-50.24932136,16.64,6.248,5.954,0.72,0.003,0.003
67367,207.11192667,-60.46451273,16.98,10.991,9.937,2.01,0.06,0.036
67400,207.20037346,-56.28900942,14.95,10.04,9.203,1.25,0.023,0.018
67401,207.20168496,-52.8298663,16.31,8.615,8.02,0.96,0.012,0.011
67505,207.49430502,-71.99282729,16.62,10.85,9.937,1.25,0.039,0.028
67534,207.56928198,-57.26119969,14.24,9.255,8.418,1.05,0.014,0.011
67572,207.7024029,-62.90464482,17.61,9.703,8.945,1.33,0.013,0.011
67601,207.77541133,-53.73483795,37.12,10.905,9.634,1.41,0.049,0.027
67630,207.86084861,-73.14370048,12.73,7.442,7.148,0.71,0.006,0.005
67639,207.8852004,-48.29316498,14.37,8.328,7.429,0.93,0.013,0.011
67645,207.89486121,-48.29868119,14.98,7.996,7.481,0.94,0.012,0.011
67655,207.91996891,-57.43465194,40.02,8.758,8.032,1.0,0.01,0.009
67742,208.15170971,-50.92160377,60.86,8.499,7.474,0.95,0.01,0.008
67794,208.32417931,-48.16109222,14.28,10.011,9.211,1.48,0.025,0.02
67863,208.49385654,-46.5387795,16.73,9.705,9.085,1.35,0.023,0.021
67928,208.67448294,-48.13452815,13.44,7.573,7.207,0.94,0.007,0.006
67986,208.83852359,-76.27065822,37.5,9.505,8.44,0.79,0.014,0.01
68101,209.1374403,-54.70411568,26.24,6.966,6.091,0.67,0.004,0.003
68162,209.32291295,-56.03983839,22.54,8.23,7.573,0.91,0.012,0.01
68170,209.33948172,-62.48879048,14.0,7.637,6.742,0.79,0.005,0.004
68191,209.41223681,-63.68661603,15.61,6.123,4.827,0.57,0.002,0.002
68277,209.66510884,-56.64595893,17.29,10.833,9.878,1.74,0.045,0.031
68413,210.07279016,-61.48094266,15.34,6.865,6.517,0.86,0.005,0.006
68455,210.21922701,-66.26885149,13.01,6.375,5.994,0.63,0.003,0.003
68598,210.63627168,-52.64470735,17.76,10.673,9.757,1.43,0.037,0.026
68762,211.11164185,-68.96806709,13.66,10.134,9.299,1.31,0.025,0.02
68950,211.7221273,-50.31097497,16.02,9.049,8.433,1.09,0.013,0.012
68994,211.87240054,-61.56220436,15.05,8.219,7.801,1.05,0.009,0.009
69012,211.92316233,-49.86786612,24.74,7.318,6.562,1.26,0.012,0.009
69063,212.05175316,-63.28241738,14.91,9.625,8.925,1.28,0.015,0.013
69074,212.08852111,-53.92756708,18.74,9.975,9.259,1.31,0.023,0.02
69075,212.08999978,-52.28741299,28.79,10.673,9.62,1.36,0.031,0.021
69090,212.11544595,-74.85072342,34.87,6.721,6.084,0.57,0.004,0.003
69129,212.25659487,-51.93738697,22.06,10.417,9.34,1.32,0.025,0.016
69137,212.28791283,-65.62249378,13.25,9.315,8.602,1.08,0.012,0.01
69191,212.47898599,-53.43872584,17.93,5.933,4.844,0.61,0.003,0.002
69201,212.51354194,-61.52020961,20.95,10.614,9.688,1.65,0.037,0.026
69202,212.52038801,-46.26917918,18.64,8.874,8.25,1.18,0.015,0.013
69256,212.67223749,-47.76896779,15.88,8.226,7.603,0.93,0.015,0.013
69298,212.75805146,-69.71926784,13.6,6.291,6.092,0.66,0.003,0.004
69299,212.76056947,-48.78227564,12.75,7.772,6.715,0.82,0.006,0.004
69313,212.806784,-74.13670556,13.48,9.529,8.991,1.04,0.016,0.015
69454,213.30206876,-56.74249371,85.02,11.831,10.433,1.79,0.191,0.087
69457,213.30509025,-75.20279197,17.32,9.736,9.001,0.93,0.017,0.014
69570,213.60381501,-48.14634043,27.62,9.041,8.288,1.12,0.013,0.01
69643,213.80918674,-67.65829262,17.95,8.251,7.652,1.07,0.008,0.006
69668,213.90126351,-50.88437888,14.97,10.97,9.998,1.79,0.042,0.03
69781,214.24138654,-49.94504167,15.36,9.489,8.766,1.12,0.018,0.015
69796,214.27226467,-66.31551503,22.05,7.983,7.366,0.79,0.012,0.01
69867,214.46508528,-68.04675579,13.93,8.162,7.613,0.82,0.009,0.008
69872,214.47714095,-52.5987924,14.66,9.521,8.726,1.09,0.016,0.013
69901,214.59456128,-45.90492628,22.72,10.083,9.009,2.39,0.044,0.03
69941,214.69263325,-63.69564512,13.04,9.326,8.265,1.22,0.014,0.009
69946,214.70627605,-69.79999885,14.04,9.488,8.819,1.05,0.014,0.012
69972,214.77231374,-59.37706815,84.5,7.968,6.765,0.79,0.009,0.007
69982,214.80008354,-60.82601127,24.66,9.272,8.361,1.05,0.02,0.015
70035,214.96543244,-61.27275714,20.69,5.555,5.246,0.63,0.003,0.003
70098,215.1601697,-64.46824403,22.45,10.609,9.604,1.64,0.027,0.018
70103,215.17673558,-52.32578107,20.0,7.821,7.372,0.78,0.007,0.007
70104,215.17729569,-45.1868814,21.95,5.135,4.808,0.8,0.003,0.002
70140,215.27884347,-65.82844977,16.2,8.813,8.192,1.0,0.009,0.008
70157,215.32257798,-51.36176111,16.92,11.46,10.355,2.11,0.089,0.052
70219,215.49267904,-46.47162255,14.14,10.267,9.355,1.48,0.04,0.029
70239,215.57123695,-69.0851622,17.19,7.852,7.396,0.75,0.006,0.007
70308,215.77626176,-68.38207621,42.29,12.244,10.441,1.47,0.172,0.052
70459,216.19298028,-63.70621965,27.44,7.976,7.313,0.85,0.005,0.005
70515,216.36828464,-53.46491646,12.71,9.939,9.267,1.29,0.023,0.02
70648,216.75159972,-57.28836732,14.91,8.425,7.917,0.9,0.009,0.009
70663,216.80124777,-46.1340642,17.16,6.201,5.852,0.83,0.003,0.004
70695,216.88858596,-51.93318344,26.28,8.685,7.936,0.94,0.013,0.011
70724,216.95864417,-45.96312244,16.08,9.67,8.912,1.25,0.022,0.018
70767,217.08889671,-49.91535182,13.55,10.919,9.971,1.63,0.044,0.031
70829,217.26451279,-46.74148996,19.47,9.768,8.987,1.3,0.02,0.016
70849,217.32751069,-46.46332289,41.71,11.992,10.497,2.02,0.164,0.065
70853,217.33519832,-65.5500006,15.51,9.077,8.415,1.0,0.009,0.008
70922,217.55280759,-62.86219334,17.71,8.857,8.294,1.03,0.009,0.008
70931,217.58746947,-49.51892657,14.66,5.451,5.389,0.89,0.002,0.002
70957,217.70867563,-50.48130581,13.43,9.416,8.785,1.3,0.02,0.018
71001,217.8171959,-51.38218111,19.31,10.683,9.602,1.41,0.035,0.022
71050,217.95383913,-64.28347838,22.86,9.014,8.291,1.02,0.011,0.01
71062,217.98289927,-68.80918779,13.41,9.074,8.45,1.0,0.011,0.01
71135,218.21858693,-52.64614731,27.68,12.125,10.7,1.83,0.165,0.071
71262,218.61071709,-54.27702051,13.3,10.185,9.431,1.38,0.025,0.021
71369,218.93731549,-45.61845102,13.84,8.679,8.037,1.66,0.01,0.009
71423,219.08505281,-53.5152687,12.62,9.839,9.177,1.25,0.018,0.017
71530,219.44498594,-67.93132799,35.5,6.644,6.101,0.66,0.004,0.003
71629,219.74867439,-59.14078862,15.93,7.132,6.586,0.71,0.005,0.004
71639,219.79589411,-46.58395597,27.76,6.667,6.119,0.76,0.004,0.003
71658,219.85267655,-49.05501516,17.91,6.89,6.423,0.72,0.004,0.004
71693,219.98876823,-53.00143181,13.6,8.852,8.342,1.44,0.01,0.009
71719,220.05287328,-45.54592056,13.83,8.804,8.174,1.17,0.011,0.01
71735,220.1159968,-57.02878779,36.43,8.206,7.454,0.96,0.01,0.008
71755,220.1633807,-65.41838699,17.41,8.42,7.883,0.84,0.007,0.007
71855,220.46744227,-75.13943205,49.15,7.604,6.814,0.64,0.006,0.005
71861,220.48305391,-58.61573462,22.58,6.752,6.26,0.74,0.004,0.005
71908,220.62785433,-64.97456957,60.97,3.502,3.211,0.58,0.002,0.002
71929,220.67638708,-74.31151634,17.95,9.214,8.518,1.0,0.013,0.011
71932,220.67933574,-49.24998612,15.06,9.662,8.947,1.28,0.019,0.016
72017,220.95070692,-54.23992944,12.85,9.473,8.825,1.36,0.018,0.016
72048,221.05951017,-69.67389796,28.2,7.639,7.055,0.68,0.006,0.004
72119,221.29308925,-49.91532856,34.98,9.605,8.496,1.16,0.024,0.016
72131,221.32186138,-62.87545275,21.75,5.714,5.393,0.61,0.002,0.002
72177,221.44020786,-45.88095178,12.81,9.328,8.564,1.12,0.013,0.01
72203,221.51410001,-68.76260612,14.79,9.724,8.854,1.13,0.017,0.013
72267,221.68264165,-45.40195881,16.21,11.166,10.225,1.87,0.048,0.033
72290,221.75546088,-52.38331777,12.58,6.48,5.334,0.66,0.004,0.003
72380,221.99190259,-67.83832882,17.46,9.352,8.653,1.65,0.014,0.012
72455,222.2446107,-58.11936009,12.79,7.74,7.183,0.93,0.006,0.006
72493,222.34949776,-67.2351906,41.69,8.354,7.41,1.24,0.008,0.006
72507,222.38229145,-59.13169352,20.07,9.294,8.592,1.15,0.013,0.011
72673,222.88190611,-60.93106487,20.94,7.688,7.222,0.88,0.006,0.006
72742,223.07420153,-43.81774314,29.13,9.909,8.812,1.48,0.03,0.021
72821,223.27020393,-46.63680701,21.63,9.055,8.235,1.45,0.013,0.011
72921,223.54718569,-66.4196658,23.05,7.728,7.096,2.02,0.005,0.005
73036,223.89461516,-60.11389133,18.87,6.684,5.31,0.8,0.004,0.003
73052,223.94295602,-73.16651011,15.79,8.328,7.836,0.83,0.009,0.009
73075,224.01365826,-74.42309766,17.89,9.598,8.841,0.94,0.017,0.014
73091,224.06498841,-61.26742503,13.42,8.187,7.754,0.98,0.008,0.008
73095,224.07177099,-52.80956707,15.08,5.554,5.406,0.72,0.002,0.003
73159,224.27555169,-55.91260118,12.65,7.898,7.485,0.93,0.008,0.008
73241,224.53672527,-48.8621921,40.79,7.207,6.425,0.86,0.011,0.008
73244,224.54078701,-68.59065168,19.1,9.444,8.685,1.06,0.013,0.011
73293,224.68330603,-75.54756985,15.64,9.826,9.049,0.96,0.019,0.015
73362,224.88316855,-44.09407201,39.27,11.714,10.267,1.5,0.099,0.043
73383,224.93830658,-43.81102178,26.81,7.139,6.635,0.72,0.004,0.004
73408,225.02518257,-73.53540918,17.48,8.967,8.194,0.9,0.012,0.01
73547,225.47203595,-47.00729487,36.84,8.651,7.822,0.98,0.011,0.009
73631,225.7659116,-46.29379766,40.22,11.578,9.927,1.54,0.092,0.033
73633,225.77512425,-41.99206698,41.07,10.444,9.13,2.11,0.039,0.021
73639,225.78681945,-42.61430059,21.19,11.449,10.064,1.96,0.08,0.036
73772,226.19560092,-51.2512723,13.27,9.39,8.746,1.29,0.02,0.018
73833,226.33948831,-48.17148874,15.04,9.053,8.299,1.01,0.016,0.013
73958,226.71751764,-74.22329715,14.75,9.587,8.944,0.99,0.015,0.014
74049,226.99102349,-45.57913355,24.27,8.657,7.826,0.86,0.015,0.012
74075,227.06424203,-59.95418144,18.55,9.581,8.853,1.4,0.019,0.017
74078,227.07486714,-50.12756178,13.34,9.009,8.55,1.14,0.016,0.016
74217,227.49529607,-49.24590912,14.17,9.494,8.764,1.07,0.02,0.017
74243,227.58516569,-49.89955324,26.92,10.607,9.485,1.47,0.051,0.032
74255,227.6345999,-50.74717456,27.97,10.31,9.354,1.41,0.033,0.024
74264,227.6608768,-50.15172258,24.06,9.742,8.885,1.39,0.024,0.019
74268,227.67333825,-43.72963072,32.96,7.755,7.055,0.95,0.009,0.007
74271,227.68002354,-43.71666052,32.26,8.472,7.666,1.02,0.012,0.009
74273,227.68737266,-61.4222927,41.41,7.052,6.365,0.77,0.006,0.004
74289,227.7529294,-73.86942196,14.65,9.509,8.741,0.97,0.015,0.012
74330,227.88380881,-73.15266418,14.61,9.121,8.555,0.95,0.012,0.011
74344,227.90941867,-64.93660181,15.69,10.818,9.956,1.96,0.035,0.026
74376,227.98400434,-48.73770212,17.89,3.811,3.846,1.26,0.003,0.003
74395,228.07167982,-52.09907465,28.06,4.572,3.506,0.71,0.003,0.002
74405,228.09836022,-75.25416442,19.96,10.483,9.516,1.11,0.029,0.02
74467,228.25176316,-43.14485904,16.47,10.689,9.689,1.68,0.044,0.029
74602,228.64305453,-45.89481281,16.53,8.631,8.04,0.96,0.014,0.013
74653,228.8139827,-70.51922374,37.16,7.79,6.94,0.72,0.006,0.005
74696,228.97358944,-48.07364079,19.32,6.214,5.988,0.76,0.004,0.004
74710,229.02850233,-45.4812305,17.3,9.309,8.615,1.15,0.021,0.018
74775,229.2294913,-46.20229188,18.75,7.038,6.497,0.82,0.005,0.004
74824,229.3790009,-58.80087882,33.75,4.197,4.08,0.75,0.002,0.002
74831,229.39550475,-49.39320622,17.31,8.661,8.021,1.14,0.012,0.011
74856,229.4520104,-45.92231896,18.45,8.456,7.801,1.05,0.016,0.013
74876,229.54081,-47.89995355,13.2,7.556,7.028,0.92,0.009,0.007
74946,229.72787007,-68.67946723,17.85,2.916,2.884,0.52,0.002,0.001
75100,230.19571935,-40.89786309,12.52,8.433,7.876,0.93,0.012,0.013
75122,230.26943098,-47.76031521,22.47,7.27,6.808,0.89,0.007,0.008
75134,230.30349668,-54.29168125,14.7,7.941,7.42,1.0,0.011,0.008
75181,230.45655596,-48.31695913,68.7,6.435,5.733,0.79,0.004,0.004
75206,230.53497528,-47.92746963,29.27,5.587,5.045,0.76,0.003,0.003
75220,230.55907267,-53.6042733,13.34,7.755,7.298,0.82,0.007,0.007
75255,230.65328107,-47.92042125,29.62,8.604,7.872,2.39,0.025,0.021
75308,230.79417262,-60.65710865,24.0,6.214,5.704,0.75,0.004,0.003
75522,231.43674113,-53.05796415,18.08,6.999,6.69,0.79,0.006,0.006
75555,231.5254969,-50.79775446,15.7,9.13,8.545,1.14,0.016,0.015
75569,231.56874764,-48.63849653,14.15,8.606,8.117,1.0,0.012,0.011
75604,231.69690777,-72.02731052,15.37,10.195,9.294,1.13,0.022,0.017
75719,232.04151793,-70.73488619,14.76,10.486,9.559,1.46,0.028,0.02
75819,232.33014473,-49.95287122,18.55,8.626,7.767,1.04,0.012,0.01
75818,232.33040184,-38.63482699,15.88,6.838,6.477,0.75,0.005,0.005
76063,233.01760186,-38.62237167,18.64,6.489,6.255,0.78,0.003,0.004
76147,233.29350521,-74.34733411,31.18,10.237,9.06,1.13,0.024,0.015
76328,233.8680905,-47.8490875,17.17,9.911,8.891,1.45,0.028,0.02
76440,234.17994543,-66.31690469,15.09,5.615,4.237,0.62,0.002,0.001
76446,234.19381404,-50.16839328,16.5,9.012,8.365,1.81,0.034,0.03
76521,234.41464562,-40.27106368,14.89,10.701,9.648,1.7,0.042,0.027
76552,234.51384287,-42.56748493,14.19,6.193,4.506,0.73,0.004,0.002
76626,234.7260423,-69.2089961,20.17,10.161,9.172,1.32,0.02,0.014
76629,234.74000974,-57.7073365,25.15,9.199,8.23,1.09,0.017,0.013
76650,234.78224687,-42.63711529,20.58,10.961,9.817,1.56,0.094,0.055
76713,234.97478215,-61.18275026,19.69,10.759,9.597,1.85,0.04,0.023
76716,234.98619135,-59.90781512,32.34,6.525,5.996,0.76,0.004,0.004
76736,235.04844303,-70.22774887,12.94,6.531,6.433,0.62,0.003,0.003
76747,235.08032925,-71.56775532,21.14,10.691,9.639,1.38,0.032,0.021
76829,235.29798226,-44.66055926,57.09,5.124,4.689,0.72,0.004,0.003
76843,235.35626717,-65.06808597,13.43,7.357,7.013,0.71,0.006,0.006
76907,235.56267256,-40.82226597,15.67,10.049,9.175,1.24,0.029,0.023
76990,235.79995695,-44.71974881,27.3,10.085,8.958,2.64,0.037,0.025
77149,236.27344921,-61.2976737,14.85,7.547,7.136,0.84,0.007,0.006
77158,236.30629101,-63.13184584,26.13,9.822,8.95,1.21,0.019,0.015
77268,236.63422693,-47.23252006,39.78,12.461,10.974,2.62,0.356,0.15
77282,236.67969572,-43.2357293,20.74,8.879,8.15,1.21,0.013,0.011
77305,236.74298955,-61.78326925,15.79,9.635,8.786,1.27,0.018,0.014
77310,236.75033666,-62.79678215,25.2,7.684,7.165,0.83,0.005,0.005
77325,236.80360981,-42.20437963,17.67,8.186,7.433,0.91,0.009,0.006
77358,236.87253619,-37.9157923,65.6,6.9,6.087,0.77,0.004,0.003
77421,237.08485669,-49.76315535,15.95,8.47,7.9,1.05,0.01,0.009
77444,237.15058671,-65.23268245,29.35,9.662,8.604,1.29,0.017,0.012
77463,237.23583172,-60.36779419,15.22,7.129,6.696,0.79,0.005,0.005
77517,237.40793739,-49.96329684,19.92,10.505,9.508,1.49,0.039,0.027
77574,237.56783711,-45.40163254,22.24,6.465,6.152,0.77,0.005,0.004
77643,237.77398328,-50.6876279,20.63,12.306,11.121,2.22,0.242,0.13
77675,237.86955271,-64.18168074,13.55,8.285,7.793,0.86,0.009,0.009
77779,238.22971954,-59.06130211,15.86,7.681,7.105,0.89,0.007,0.006
77818,238.34585108,-61.36349714,19.7,8.882,8.256,1.01,0.012,0.011
77839,238.40240179,-39.35723647,15.13,10.077,9.253,1.18,0.026,0.021
77879,238.56067374,-53.58290758,12.76,7.662,7.272,0.83,0.007,0.007
77921,238.70197129,-65.90125859,20.54,8.283,7.603,1.09,0.009,0.008
77931,238.72906271,-37.51126067,20.29,9.323,8.612,1.42,0.016,0.014
77952,238.78670013,-63.42974973,81.24,3.205,2.869,0.62,0.002,0.002
77958,238.81665788,-42.60503326,22.63,7.148,6.714,0.85,0.006,0.006
77990,238.88508797,-60.17747419,19.09,6.175,5.785,0.87,0.004,0.005
78045,239.02482214,-60.48230498,15.15,5.86,5.763,0.8,0.003,0.003
78105,239.2228396,-33.96602225,16.35,5.24,5.107,2.04,0.003,0.003
78117,239.26645246,-48.16191945,20.22,6.746,6.343,0.87,0.005,0.006
78169,239.42051884,-60.2000085,28.93,8.112,7.401,0.84,0.009,0.008
78170,239.42061616,-42.62377014,68.18,9.521,8.212,1.02,0.017,0.011
78264,239.71074915,-44.95761308,13.03,9.077,8.545,1.05,0.016,0.015
78267,239.71727947,-38.99722822,27.11,8.699,8.069,0.95,0.012,0.01
78343,239.94868629,-35.84527111,32.77,8.489,7.725,0.96,0.013,0.009
78372,240.00086192,-36.29907844,18.26,11.074,9.955,1.76,0.057,0.036
78393,240.06578069,-55.56323026,15.1,10.158,9.307,1.6,0.028,0.022
78408,240.09639621,-45.45244409,15.33,8.459,7.586,0.93,0.013,0.008
78425,240.15632449,-61.30346183,17.26,8.709,8.021,0.92,0.011,0.01
78456,240.25473751,-39.70242291,15.62,9.845,9.057,1.17,0.022,0.018
78479,240.30405369,-56.69431125,14.13,8.786,7.98,0.99,0.012,0.01
78521,240.46031775,-44.43424666,16.85,10.145,9.243,1.28,0.028,0.021
78532,240.49328236,-46.90380462,12.77,8.996,8.493,1.12,0.012,0.012
78547,240.5431847,-42.69981812,25.65,7.483,6.959,0.83,0.006,0.006
78562,240.61913351,-56.85416835,28.94,7.127,6.573,0.78,0.006,0.005
78639,240.80358419,-49.22972074,14.97,5.818,4.745,0.76,0.003,0.002
78662,240.88425437,-57.77487351,23.26,4.942,4.688,0.98,0.002,0.003
78697,240.97362054,-50.94274842,18.44,9.164,8.543,1.28,0.015,0.013
78716,241.0407138,-37.30735914,25.24,8.573,7.909,0.99,0.01,0.009
78734,241.09718041,-33.06086864,43.0,11.868,10.313,1.95,0.112,0.044
78747,241.15379632,-37.86266825,25.1,6.371,5.953,0.71,0.003,0.003
78825,241.36660221,-59.21399533,18.29,9.298,8.6,1.08,0.015,0.013
78842,241.41424717,-32.86182017,23.85,8.979,8.053,1.91,0.015,0.011
78914,241.6225984,-45.17327517,26.41,5.018,4.75,0.8,0.002,0.002
78970,241.81739481,-36.75553887,19.22,6.085,5.74,2.0,0.003,0.003
79067,242.10939292,-58.42924871,19.72,10.019,9.063,1.16,0.024,0.017
79138,242.29637914,-32.09958918,18.01,8.04,7.509,1.0,0.01,0.009
79143,242.30758068,-71.06865107,37.3,8.127,7.31,1.02,0.007,0.005
79190,242.4289046,-56.44596179,69.66,8.182,7.214,0.9,0.012,0.008
79214,242.50225991,-35.64237519,13.71,7.87,7.219,1.08,0.009,0.008
79315,242.80311789,-60.46583601,18.66,11.594,10.564,1.73,0.097,0.062
79320,242.82403118,-41.11949816,14.44,6.193,5.891,0.95,0.003,0.003
79322,242.8286229,-45.33328373,26.24,7.218,6.707,0.85,0.006,0.005
79361,242.9571043,-52.91452189,23.49,11.814,10.404,2.03,0.155,0.068
79419,243.12652272,-38.10649799,26.57,11.423,9.965,2.56,0.115,0.046
79482,243.30592774,-36.01217157,19.35,11.939,10.58,2.01,0.146,0.073
79487,243.31153809,-44.07363188,13.96,7.892,7.548,1.07,0.008,0.008
79497,243.34499914,-55.54084556,14.13,6.214,5.828,0.69,0.003,0.003
79569,243.5314556,-60.14110388,13.42,8.76,8.207,1.1,0.011,0.011
79576,243.54131195,-50.78380559,26.04,9.421,8.706,1.34,0.02,0.017
79578,243.54994228,-31.66303691,45.73,7.356,6.629,0.95,0.007,0.006
79636,243.76825779,-56.37399568,24.13,8.535,7.877,0.98,0.01,0.009
79661,243.84991794,-42.89940996,13.33,7.59,6.268,0.87,0.005,0.003
79715,244.02721093,-52.81452662,18.07,9.133,8.423,1.16,0.018,0.015
79735,244.09549161,-65.08520936,21.08,9.953,9.091,1.29,0.019,0.015
79741,244.11706695,-36.7481518,15.33,10.041,9.287,1.32,0.026,0.022
79777,244.22131071,-49.8566732,35.85,8.585,7.727,1.02,0.018,0.014
79787,244.24577701,-53.69595914,13.84,7.381,6.497,1.16,0.007,0.005
79797,244.27284183,-67.94107968,18.13,6.143,5.969,0.69,0.003,0.003
79808,244.32413318,-59.02127896,15.59,10.96,9.916,1.52,0.048,0.031
79812,244.33739454,-53.08626474,12.91,6.63,6.342,0.92,0.004,0.005
79884,244.58806031,-36.56598269,15.16,8.403,7.823,1.0,0.01,0.012
79888,244.59831831,-42.74213275,20.09,10.132,9.132,1.62,0.038,0.026
79958,244.81603165,-55.50477921,36.13,10.556,9.421,1.34,0.039,0.024
79967,244.83631682,-54.51335625,22.82,7.886,7.174,0.86,0.009,0.007
79980,244.88617634,-30.90676896,24.1,6.046,5.551,1.79,0.004,0.003
80000,244.96069832,-50.15537923,25.58,5.415,4.132,0.86,0.003,0.002
80013,244.99816843,-40.81795585,21.46,8.538,7.789,0.91,0.01,0.009
80043,245.07634699,-48.22389406,38.8,10.096,9.006,1.37,0.025,0.017
80065,245.13550979,-45.80960006,23.35,9.469,8.669,1.32,0.015,0.012
80146,245.39195455,-39.43124688,13.63,9.596,8.897,1.68,0.02,0.017
80168,245.47909014,-44.81560383,16.45,9.183,8.626,1.29,0.013,0.012
80220,245.64192374,-33.67532671,12.84,9.041,8.453,1.37,0.016,0.015
80221,245.64425412,-53.90403883,25.56,9.145,8.418,1.09,0.019,0.017
80250,245.75152462,-61.68799543,23.43,9.263,8.383,0.95,0.014,0.011
80300,245.89074946,-39.22948995,78.04,10.738,10.974,2.4,0.047,0.101
80336,246.00431395,-58.60549542,12.71,7.495,7.203,0.83,0.006,0.006
80337,246.00514651,-39.19298857,77.69,6.142,5.439,0.86,0.003,0.003
80358,246.05686865,-47.58737583,15.53,10.137,9.318,1.5,0.027,0.021
80423,246.23548859,-51.42903224,13.97,10.136,9.466,1.3,0.025,0.023
80454,246.33846735,-68.31911513,17.47,11.038,10.014,1.59,0.038,0.025
80456,246.34549794,-47.52843308,12.68,8.28,7.788,1.13,0.009,0.008
80475,246.40240032,-32.07662186,13.1,7.875,7.447,0.97,0.008,0.008
80491,246.45517093,-27.81914746,17.51,10.118,9.286,1.36,0.032,0.024
80559,246.70951682,-49.60598636,36.14,12.446,10.754,2.09,0.233,0.082
80645,246.98864198,-64.05800515,24.75,5.702,5.329,0.68,0.005,0.004
80680,247.07185885,-46.3176959,18.85,8.364,7.763,1.03,0.01,0.008
80683,247.08877628,-31.13043274,34.17,10.017,8.868,1.23,0.027,0.017
80686,247.11583852,-70.08467012,82.61,5.575,4.97,0.57,0.002,0.002
80753,247.31644181,-27.37535926,12.8,10.512,9.737,1.5,0.04,0.032
80910,247.84528782,-26.53755183,14.48,7.485,6.205,0.82,0.008,0.005
80925,247.87645672,-39.01146518,40.6,8.36,7.391,1.75,0.013,0.008
80982,248.06487727,-43.82209012,13.09,9.618,8.913,1.2,0.031,0.027
80987,248.09620863,-34.23824387,13.32,9.327,8.727,1.07,0.014,0.013
81009,248.15207195,-30.1953946,13.29,9.825,9.03,1.55,0.023,0.019
