#HIP (Name),Ra (Degrees),Dec (Degrees),Plx (milliarcsec),B (mag),V (mag),err_Plx,err_B,err_V
82090,251.52390548,52.7457982,16.71,9.962,9.125,0.81,0.022,0.017
82092,251.53218812,50.34377663,30.78,10.874,9.605,1.01,0.049,0.027
82100,251.56004122,36.68908713,12.76,9.118,8.451,0.8,0.011,0.01
82113,251.5991414,47.54326571,15.95,8.546,8.049,0.64,0.009,0.009
82114,251.60224912,-1.36040877,13.18,8.714,8.185,1.01,0.01,0.01
82120,251.64244594,-17.59500386,28.73,9.057,8.286,1.2,0.018,0.015
82142,251.7209297,2.24238834,16.48,7.136,6.76,1.08,0.005,0.006
82186,251.85377978,2.16095391,17.48,8.291,7.769,1.12,0.011,0.009
82201,251.90112029,-33.69953849,12.93,8.324,7.848,1.01,0.012,0.012
82206,251.91177457,53.05550482,22.58,12.251,10.791,1.28,0.169,0.068
82210,251.92289633,56.89238359,23.72,9.225,8.481,0.67,0.016,0.013
82211,251.93410475,-26.18687031,17.52,11.031,9.889,1.62,0.071,0.041
82233,252.00747576,-15.96372733,23.17,8.1,7.481,0.99,0.008,0.007
82260,252.11824891,-16.33387962,27.35,8.6,7.701,0.98,0.011,0.008
82265,252.13458893,-19.28692612,25.46,9.06,8.143,1.1,0.014,0.011
82267,252.14815779,37.0142537,30.96,9.429,8.481,0.76,0.015,0.011
82268,252.14973162,55.12988914,14.98,9.777,9.004,0.81,0.019,0.016
82272,252.15733455,-37.25169989,14.63,7.932,7.449,1,0.013,0.009
82283,252.19151985,-15.73839731,55.09,12.291,11.024,2.22,0.251,0.116
82284,252.20593703,-46.40087203,18.62,8.514,7.942,2.02,0.018,0.017
82289,252.21428519,-4.51546377,14.67,8.046,7.194,1.07,0.008,0.006
82302,252.24770543,-47.71869147,15.67,8.543,7.475,0.94,0.012,0.009
82303,252.24924226,-8.9299181,16.08,8.532,8,1.11,0.012,0.012
82321,252.3091638,45.9834478,18.62,4.939,4.833,0.53,0.003,0.003
82333,252.3526026,39.27691508,44.16,11.341,9.838,1.15,0.069,0.031
82339,252.36528942,-15.66800077,13.47,6.461,6.211,0.83,0.022,0.019
82357,252.42698852,-65.07581337,36.9,12.068,10.544,1.97,0.141,0.053
82359,252.43348474,28.38509058,13.26,8.341,7.855,0.92,0.009,0.008
82369,252.45822137,-10.78280069,27.04,5.216,4.693,1.08,0.002,0.002
82370,252.47222482,-24.44667893,29.07,10.945,9.671,1.73,0.083,0.046
82374,252.49381112,-13.07958918,14.51,10.39,9.652,1.47,0.038,0.031
82384,252.51525946,-15.42629419,13.81,9.509,8.892,1.3,0.019,0.018
82388,252.52169648,-12.38720302,24.15,8.685,8.013,0.98,0.012,0.01
82389,252.52213546,18.9005889,37.36,10.214,8.958,1.21,0.024,0.014
82402,252.58062783,7.24770528,17.3,5.618,5.495,0.77,0.003,0.003
82405,252.59270693,-2.65424668,16.71,6.786,6.361,0.9,0.005,0.004
82408,252.61061064,47.73863888,32.89,11.044,9.585,0.94,0.054,0.025
82431,252.69548249,-49.21077668,13.42,9.048,8.31,1.12,0.015,0.013
82434,252.70412559,-43.78590696,27.76,11.691,10.213,2.06,0.146,0.064
82440,252.72643688,38.15021313,32.82,10.616,9.331,0.81,0.035,0.019
82460,252.78086152,9.40460708,14.71,7.328,6.762,1.36,0.007,0.006
82469,252.80347797,29.57123795,15.57,8.43,7.797,0.84,0.008,0.007
82470,252.80816208,44.16093624,15.29,8.675,8.128,0.72,0.01,0.009
82471,252.8136111,34.2891061,13.68,8.8,8.101,0.73,0.01,0.009
82496,252.90102759,75.72168003,18.27,10.493,9.459,0.82,0.037,0.023
82506,252.94371609,25.40018608,14.08,7.516,7.142,0.76,0.004,0.004
82510,252.95873873,28.66629995,17.62,7.284,6.801,0.95,0.007,0.007
82515,252.96980543,-49.11498036,18.67,7.742,7.281,0.86,0.007,0.006
82522,252.99321711,70.55991712,18.87,11.999,10.557,1.34,0.134,0.063
82540,253.07431638,15.64898392,17.46,10.013,9.214,1.19,0.022,0.017
82553,253.11093936,-74.82955292,17.39,8.152,7.662,0.81,0.007,0.006
82559,253.13275227,49.3897591,13.75,10.909,9.941,1.11,0.046,0.032
82568,253.17135057,18.06218777,20.95,7.431,6.865,0.79,0.005,0.005
82573,253.2008221,49.8515464,14.12,10.056,9.27,0.87,0.027,0.022
82578,253.22081128,72.05030767,15.24,11.682,10.86,1.33,0.134,0.096
82587,253.24216797,31.70171538,33.3,5.705,5.374,0.62,0.002,0.002
82588,253.24674087,-0.02281504,59.04,7.597,6.741,0.87,0.012,0.01
82599,253.28446568,-51.71769033,17.56,9.657,8.985,1.43,0.028,0.025
82613,253.33105944,-44.30106694,16.6,9.351,8.714,1.74,0.025,0.023
82621,253.35523754,-20.41548861,35.73,6.717,5.945,0.96,0.004,0.004
82629,253.37140163,-1.13042584,14.98,8.466,7.886,1.16,0.013,0.012
82636,253.38430228,42.82564648,21.13,7.585,6.887,0.58,0.006,0.006
82644,253.40116937,41.64119505,19.29,9.487,8.765,0.8,0.016,0.014
82661,253.45917692,-52.07879189,13.52,10.136,9.378,1.39,0.042,0.035
82673,253.50209743,10.16544339,13.95,4.246,4.352,0.72,0.002,0.002
82688,253.53402417,-4.33990566,20.99,8.537,7.897,1.17,0.013,0.011
82693,253.54416698,-1.61210963,13.7,6.588,6.28,0.96,0.005,0.004
82694,253.55148651,11.9139137,52.43,12.584,10.873,1.97,0.219,0.069
82697,253.56229766,-28.1148355,12.94,10.014,9.276,1.5,0.037,0.031
82708,253.58626394,-25.82928643,15.27,7.849,7.267,1.16,0.012,0.011
82709,253.59216046,-38.09819468,16.46,9.145,8.458,1.51,0.023,0.02
82712,253.60299219,18.74348622,25.33,9.407,8.61,1.17,0.015,0.012
82722,253.62834747,-14.58288482,25.17,11.096,9.712,1.38,0.058,0.028
82729,253.64627156,-42.36075916,21.67,5.439,3.773,0.85,0.004,0.004
82730,253.6487981,-6.15392897,13.14,6.645,5.351,0.77,0.004,0.003
82732,253.65199987,-31.33461322,14.8,9.09,8.381,1.3,0.019,0.016
82733,253.65338108,7.34032404,16.9,10.429,9.438,1.67,0.039,0.027
82738,253.66842733,-32.19008201,18.04,8.318,7.751,1.05,0.014,0.012
82750,253.69329418,62.10006641,25,7.902,7.137,0.53,0.008,0.006
82753,253.70335898,16.40546134,13.89,9.418,8.705,1.05,0.013,0.011
82764,253.7297302,20.95848435,12.8,6.621,5.502,0.77,0.004,0.002
82798,253.81653725,13.61999289,12.72,6.749,6.385,0.76,0.003,0.004
82811,253.86230648,-16.03949992,15.57,11.057,10.119,1.81,0.062,0.042
82817,253.87184972,-8.33420783,174.23,10.982,9.205,3.9,0.054,0.019
82834,253.90810507,-32.06689988,53.54,11.477,9.843,1.69,0.116,0.043
82835,253.91799912,-8.94366365,17.51,11.237,10.094,1.74,0.06,0.035
82844,253.95142627,47.65693036,24.29,12.342,10.696,1.52,0.194,0.069
82851,253.97936008,-62.46915237,24.92,10.653,9.467,1.51,0.029,0.017
82853,253.98867898,-83.21820845,14.6,9.81,9.055,0.91,0.017,0.014
82860,254.00566477,65.13467204,66.28,5.462,4.936,0.48,0.003,0.003
82861,254.00747514,-16.8063382,24.72,7.543,6.439,0.85,0.007,0.004
82886,254.078235,74.28283119,20.2,7.668,7.143,0.54,0.007,0.007
82887,254.07935112,69.00865396,15.62,10.623,9.635,0.86,0.041,0.029
82896,254.10112194,68.02452093,19.73,9.467,8.768,0.7,0.02,0.017
82898,254.10548137,65.03904488,14.9,6.854,6.481,0.89,0.011,0.012
82930,254.2173444,-60.95695461,25.67,9.441,8.401,2.47,0.019,0.013
82935,254.22368947,-2.04871417,13.54,8.87,8.311,1.14,0.014,0.013
82954,254.27521498,-64.18877396,21.92,8.741,8.067,1.02,0.009,0.007
82956,254.28413335,-17.81912537,19.08,8.983,8.258,1.2,0.02,0.017
82964,254.30704545,71.46301761,19.75,8.886,8.209,0.68,0.011,0.01
82979,254.35833565,-10.96315727,13,7.431,6.268,0.84,0.005,0.003
82983,254.37022965,-74.96115925,13.44,9.78,9.178,1.09,0.016,0.014
82989,254.38370142,13.88394324,16.29,7.562,6.468,0.77,0.006,0.003
82995,254.40152526,26.90505675,15.7,10.662,9.691,1.35,0.032,0.022
83001,254.4177262,-45.34696516,14.6,9.51,8.816,1.44,0.019,0.017
83000,254.41779418,9.37505626,37.99,4.691,3.322,0.75,0.003,0.002
83006,254.42645006,47.36150562,57.13,9.22,8.05,0.71,0.013,0.009
83017,254.46690077,-24.91855283,15.21,9.774,9.024,1.79,0.033,0.027
83020,254.47211191,47.36602661,55.71,8.971,7.833,1.21,0.018,0.011
83043,254.53718424,25.74539445,96.9,11.604,9.837,1.48,0.063,0.021
83058,254.57903817,-4.343431,13.15,8.942,8.379,1.27,0.014,0.013
83069,254.60500513,48.00076983,15.25,8.661,8.087,0.73,0.01,0.009
83083,254.65807327,15.45402056,18.72,7.657,6.971,0.83,0.006,0.005
83089,254.67281524,-61.7414583,12.84,7.742,7.308,0.94,0.004,0.004
83090,254.67317572,-14.86961006,20.67,6.928,6.514,1.21,0.004,0.004
83099,254.71754934,-23.74636324,18.24,9.318,8.58,1.38,0.02,0.017
83101,254.72435489,-39.55909225,52.3,9.869,8.497,2.05,0.055,0.031
83107,254.74170588,-15.81186169,17.74,8.96,8.279,1.04,0.012,0.011
83109,254.74325084,31.46994621,13.96,8.242,7.787,0.77,0.007,0.006
83120,254.79204554,6.60406775,21.49,10.555,9.408,1.42,0.055,0.033
83137,254.83954458,-1.68766943,16.37,8.038,7.597,0.96,0.009,0.009
83141,254.85665888,35.68061784,29.22,10.61,9.465,1,0.034,0.02
83163,254.93469985,-18.24799544,19.73,7.292,6.688,0.8,0.01,0.007
83174,254.97825595,-59.32943378,20.9,7.735,7.219,0.92,0.008,0.008
83181,255.00666961,-7.53161019,22.87,8.778,8.055,1.06,0.012,0.01
83187,255.02619645,-54.59700158,19.74,5.874,5.667,0.8,0.004,0.003
83189,255.03190984,40.35088678,13.15,8.828,8.358,0.86,0.013,0.013
83193,255.03792115,-68.76143088,32.73,10.94,9.518,2.6,0.034,0.016
83195,255.03866703,-26.95384383,22.34,10.833,9.877,1.83,0.064,0.047
83196,255.03949377,-24.98893659,30.05,6.205,5.782,1.01,0.004,0.005
83202,255.05941389,-44.98846818,19.76,6.95,6.538,1.01,0.005,0.005
83204,255.06797927,10.82305681,23.41,8.089,7.45,0.92,0.007,0.006
83207,255.07252582,30.92633926,20.04,3.898,3.905,0.65,0.002,0.002
83217,255.11210519,-87.20273044,20.11,10.47,9.496,1.03,0.03,0.022
83221,255.11905016,15.15906499,26.79,8.869,8.08,0.99,0.012,0.01
83222,255.12068392,45.77863885,22.97,8.081,7.526,0.65,0.008,0.007
83223,255.12240034,6.58381251,13.69,6.854,6.588,0.87,0.006,0.006
83229,255.13259856,-57.29637813,31.77,7.726,7.075,0.85,0.006,0.005
83239,255.1684209,-27.79232732,21.37,8.869,8.25,1.16,0.018,0.017
83241,255.19123236,-30.51617442,12.75,9.521,8.847,1.28,0.025,0.022
83243,255.19325121,-64.55037588,13.72,8.556,8.084,0.89,0.008,0.008
83247,255.22803798,-76.21833458,17.67,7.554,6.988,0.67,0.006,0.006
83251,255.23311916,-31.77748599,13.95,9.571,8.961,1.45,0.046,0.042
83267,255.27534993,63.41708877,21.53,11.787,10.475,1.15,0.126,0.061
83274,255.29012836,27.19667246,23.34,7.05,6.612,0.7,0.004,0.004
83276,255.2948611,-13.5663433,38.21,7.867,7.179,2.12,0.006,0.005
83288,255.32035979,-43.6434237,15.38,9.995,9.13,1.8,0.034,0.026
83305,255.37985305,58.5564003,15.82,7.877,7.347,0.54,0.007,0.008
83317,255.41700268,75.29766654,22.26,6.527,6.205,0.49,0.005,0.004
83341,255.48066594,7.6586181,15.77,8.586,8.049,1.02,0.011,0.011
83343,255.49961691,22.93575608,34.38,10.097,8.923,1.33,0.018,0.011
83363,255.56822858,-61.56811462,39.32,10.094,8.849,1.33,0.018,0.011
83373,255.59540739,-11.89351608,28.24,10.026,8.99,1.59,0.023,0.016
83389,255.6512414,47.07980407,55.37,7.69,6.859,0.55,0.006,0.006
83398,255.67530875,44.63676806,15.03,9.313,8.587,0.8,0.017,0.014
83415,255.74934609,-43.11977327,23.56,10.524,9.541,1.72,0.043,0.03
83425,255.77321176,17.73124721,19.21,11.87,10.607,1.94,0.104,0.053
83431,255.78628886,-53.23662642,37.97,5.852,5.332,0.84,0.004,0.004
83435,255.79393627,14.51177301,27.58,7.483,6.614,0.79,0.006,0.005
83443,255.81540223,-16.55493113,13.46,9.82,9.264,1.56,0.03,0.028
83451,255.82945718,59.58477314,39.71,9.977,8.732,1.57,0.034,0.02
83454,255.83413265,59.58718409,40.18,12.038,10.193,4.76,0.173,0.052
83458,255.85636391,9.02466956,13.5,8.896,8.245,1.08,0.013,0.011
83491,255.96197569,-38.1524875,15.61,6.369,5.95,0.8,0.005,0.004
83494,255.97341989,34.7902371,18.5,6.326,6.11,0.56,0.003,0.004
83500,255.98690618,62.20703306,17.48,9.537,8.909,0.79,0.017,0.015
83517,256.02210431,46.09039448,14.74,8.356,7.896,0.66,0.011,0.009
83541,256.11578258,-28.58202423,55.31,7.627,6.676,0.89,0.008,0.006
83546,256.12678847,52.16156591,14.65,9.341,8.673,0.73,0.015,0.013
83547,256.12825925,-43.30942598,19.28,8.046,7.435,1.26,0.011,0.009
83562,256.16324394,-59.8816676,13.34,9.946,9.2,1.37,0.024,0.02
83578,256.21983804,-27.38310269,13.19,9.677,9.01,1.37,0.029,0.026
83591,256.26637934,-5.0637419,92.98,9.209,7.879,1.04,0.017,0.01
83601,256.32011831,0.70337361,49.06,6.696,6.063,0.89,0.004,0.004
83608,256.3340928,54.46986308,37.08,5.414,4.89,0.89,0.01,0.007
83609,256.3361894,-33.76701485,19.22,11.683,9.21,2.1,0.198,0.036
83612,256.34319074,-33.7700129,19.22,9.08,8.403,2.1,0.022,0.02
83613,256.34441753,12.74085469,22.68,5.052,4.896,0.72,0.002,0.003
83630,256.3763108,31.03120611,20.76,9.953,9.087,1.19,0.021,0.016
83646,256.44109682,-36.54685884,14.92,9.416,8.868,1.24,0.019,0.018
83650,256.45193881,-44.10510266,15.16,6.518,6.222,1.11,0.005,0.005
83651,256.45832463,4.96343009,18.06,12.077,10.64,1.84,0.166,0.072
83652,256.45975103,66.83538003,16.89,10.022,9.114,0.82,0.028,0.021
83654,256.4672135,58.92791361,23.29,9.645,8.754,0.79,0.021,0.016
83660,256.48756551,52.03258565,12.58,8.976,8.383,0.7,0.013,0.012
83662,256.4983395,-22.85597479,17.74,11.104,10.108,2,0.057,0.038
83664,256.50082135,75.10347313,20.28,8.065,7.445,0.57,0.008,0.008
83676,256.53441033,-6.16708953,32.81,10.118,8.925,1.37,0.029,0.018
83683,256.54825917,39.54773772,12.73,9.874,9.23,0.9,0.023,0.02
83691,256.57514445,12.6065145,23.54,9.521,8.607,1.11,0.028,0.021
83701,256.59689904,-37.10135996,18.86,8.395,7.879,1.05,0.01,0.01
83707,256.62041256,-47.84569141,16.46,9.397,8.687,1.42,0.024,0.021
83709,256.62195957,-39.30505121,13.18,8.577,8.016,1.1,0.011,0.01
83716,256.65075202,0.65220817,18.73,9.284,8.47,2.14,0.016,0.013
83736,256.70958408,-2.28602982,12.77,10.094,9.323,1.53,0.028,0.023
83751,256.76074535,-84.66532909,15.32,9.386,8.738,0.8,0.014,0.012
83757,256.77224462,4.56023575,22.12,12.53,10.996,2.36,0.306,0.129
83761,256.77787559,-19.50571371,15.26,9.847,9.037,1.31,0.027,0.022
83767,256.79546884,12.12600946,16.31,8.01,7.534,0.88,0.012,0.01
83768,256.79862461,17.07075777,17.2,11.201,10.275,1.69,0.062,0.044
83770,256.80981395,-2.86674375,29.68,8.747,7.912,1.16,0.012,0.009
83779,256.84258394,-35.89276021,13.01,8.728,8.212,1.24,0.012,0.011
83797,256.88071583,-48.24823393,35.65,10.871,9.489,1.69,0.076,0.038
83815,256.94448562,27.13783573,12.71,8.449,8.031,0.94,0.008,0.008
83822,256.96308455,56.1708212,14.25,8.409,7.948,0.66,0.011,0.011
83827,256.98308692,32.10558623,27.68,7.881,7.278,0.71,0.006,0.006
83838,257.00867045,35.93521504,18.55,5.783,5.442,0.61,0.003,0.002
83846,257.03107443,-41.72319429,44.44,9.626,8.42,1.52,0.027,0.017
83862,257.08882962,28.23405353,13.99,7.566,7.121,0.71,0.005,0.005
83863,257.08934981,4.42498471,18.21,7.999,7.326,0.97,0.011,0.009
83867,257.10453579,-12.03332619,12.74,8.302,7.754,1.05,0.011,0.012
83874,257.13640669,-36.64283078,21.84,8.404,7.747,1.08,0.017,0.011
83875,257.13889466,-23.22719589,17.3,9.474,8.796,1.27,0.018,0.016
83889,257.18351923,-2.10857283,15.02,9.449,8.76,1.45,0.02,0.017
83899,257.20515396,33.21575046,14.61,9.286,8.683,0.95,0.014,0.013
83906,257.22729747,-3.8826068,28.26,7.222,6.438,0.89,0.006,0.004
83911,257.24052443,-23.99360439,13.84,8.627,8.13,1.15,0.012,0.012
83934,257.34400621,-53.39154969,14.59,9.647,9.024,1.55,0.024,0.022
83941,257.36106603,-35.39110674,26.41,12.271,10.924,2.15,0.192,0.099
83942,257.36318168,22.09195186,15.38,7.625,7.098,0.83,0.005,0.005
83949,257.3948869,33.3563819,23.04,7.918,7.335,0.69,0.008,0.006
83953,257.42134969,10.03901689,16.29,7.658,7.074,0.88,0.006,0.006
83962,257.44965775,-10.5230375,24.79,5.975,5.481,0.87,0.004,0.003
83970,257.46011471,-45.63673146,14.97,8.741,8.188,1.08,0.016,0.015
83980,257.51199945,2.38425001,15.52,11.349,10.3,1.65,0.07,0.045
83983,257.52032832,-56.4489676,15.2,9.071,8.286,1.11,0.013,0.011
83985,257.53454128,-29.97316812,14.73,10.472,9.596,1.49,0.04,0.031
83990,257.54277606,-60.73020472,73.07,8.519,7.492,0.91,0.009,0.006
83988,257.543439,54.49464598,47.14,10.343,8.923,1.88,0.036,0.019
83995,257.54995021,41.65375588,20.4,11.879,10.724,1.26,0.111,0.063
83996,257.55112357,54.49039523,47.86,10.879,9.425,3.11,0.064,0.029
83999,257.56485108,0.48161201,13.12,8.028,6.941,1.14,0.008,0.008
84001,257.56812203,-75.37659692,12.56,7.771,7.308,1.13,0.007,0.008
84012,257.59442659,-15.72514757,38.77,2.551,2.438,0.86,0.003,0.003
84022,257.63369182,39.85185719,14.27,8.072,7.592,0.66,0.009,0.009
84028,257.65724797,24.53186262,26.38,9.424,8.423,1.11,0.01,0.007
84051,257.7474644,-52.515892,79.53,11.83,10.26,1.82,0.158,0.066
84056,257.76820806,-20.65423411,13.13,8.125,6.921,1.04,0.009,0.005
84062,257.78510887,56.6593696,35.47,7.877,7.065,1.25,0.007,0.006
84069,257.81512202,-56.68066124,14.59,8.089,7.319,0.91,0.008,0.008
84082,257.84424878,4.69027496,22.83,7.449,6.842,0.84,0.005,0.005
84098,257.89073879,-8.81541504,14.19,10.223,9.537,1.62,0.024,0.023
84121,257.96372599,-45.87409582,28.34,8.303,7.583,0.98,0.012,0.01
84122,257.96565443,-0.98421488,15.7,8.657,8.101,1.2,0.014,0.013
84129,257.97799025,57.96747339,14.65,7.679,7.186,0.57,0.006,0.007
84138,258.0274468,25.24895357,13.34,9.143,8.575,1.41,0.011,0.011
84140,258.03174636,45.66984247,158.17,11.196,9.567,3.26,0.074,0.028
84143,258.038233,-43.23849039,45.56,3.821,3.368,0.79,0.003,0.003
84150,258.06756446,-39.50677484,15.46,5.719,5.673,0.72,0.003,0.004
84158,258.08269833,-70.72089238,14.3,7.59,6.333,0.7,0.004,0.003
84164,258.09145019,-46.5611206,17.74,10.302,9.355,1.51,0.041,0.03
84169,258.09548004,43.73681612,18.28,8.054,7.306,0.59,0.009,0.006
84171,258.0966893,63.35170227,28.27,9.077,8.156,0.62,0.014,0.011
84179,258.12449343,69.30478202,17.22,9.263,8.483,1.17,0.016,0.013
84182,258.13076624,-10.27810899,23.59,8.137,7.614,0.93,0.01,0.01
84183,258.1356641,62.87422062,24.01,5.798,5.572,0.47,0.003,0.004
84187,258.13876192,20.80042672,14,10.077,9.459,1.33,0.018,0.018
84195,258.15649995,18.3514788,48.69,9.153,8.053,1.03,0.013,0.009
84203,258.18794972,59.06564896,33.08,11.142,10.065,1.01,0.062,0.039
84216,258.22264295,12.11880869,20.75,11.903,10.714,2.06,0.141,0.072
84217,258.22639294,0.35220645,14.55,7.241,6.703,0.99,0.007,0.005
84223,258.23289668,42.33261362,41.97,11.773,10.198,4.53,0.111,0.044
84229,258.24672253,-58.59676079,17.73,7.258,6.838,1.04,0.007,0.006
84253,258.34054094,-0.38155077,22.49,11.193,9.987,1.92,0.075,0.042
84255,258.34679561,-53.10587009,25.05,9.741,8.962,1.27,0.026,0.021
84264,258.3767556,55.47505745,13.48,8.125,7.647,0.59,0.011,0.009
84303,258.53388115,-8.40401323,34.27,9.644,8.608,2.01,0.025,0.017
84307,258.54216363,19.17953036,13.75,8.464,7.956,1.06,0.013,0.01
84309,258.54826795,29.56942746,16.27,9.205,8.484,0.97,0.013,0.011
84315,258.56088951,-75.279833,27.03,10.153,9.021,1.03,0.019,0.012
84322,258.57406073,-28.70677306,29.35,10.646,9.482,1.49,0.044,0.028
84323,258.58355213,14.55252897,17.6,7.959,7.467,0.99,0.009,0.008
84350,258.67622268,50.03783834,14.44,9.955,9.118,0.8,0.024,0.019
84372,258.73829298,19.68304336,22.68,8.209,7.308,1,0.01,0.007
84374,258.74209277,-2.5031798,18.86,9.229,8.477,1.19,0.015,0.012
84379,258.75801735,24.83958739,41.55,3.242,3.136,0.65,0.002,0.002
84397,258.82184902,-7.20167034,14.9,8.672,8.119,1.03,0.01,0.009
84404,258.83603097,-35.88496315,13.21,9.885,9.017,1.29,0.026,0.02
84405,258.83869698,-26.60004896,167.08,6.109,5.11,1.07,0.019,0.008
84416,258.86681097,-24.99261378,14.59,10.865,10.017,1.75,0.061,0.045
84417,258.87057067,10.86055875,13.08,9.563,8.75,1.3,0.019,0.015
84425,258.90032398,-38.59295116,32.6,6.67,6.015,1.7,0.013,0.006
84442,258.95801803,-40.55138347,14.33,9.882,9.23,1.74,0.033,0.029
84452,258.98955276,-44.244088,30.89,11.881,10.442,1.98,0.173,0.071
84487,259.08395542,-12.17809864,40.17,12.163,10.484,1.85,0.216,0.074
84489,259.09034067,-35.74946511,31.03,6.656,6.145,0.83,0.005,0.004
84491,259.09973879,-21.85754888,17.64,8.345,7.599,1.05,0.012,0.009
84497,259.12444856,-27.56524426,17.05,8.943,8.279,1.08,0.014,0.013
84514,259.15294004,-0.44514192,14.97,6.242,4.867,0.72,0.005,0.003
84520,259.16315457,50.60620367,24.55,8.852,8.114,0.67,0.013,0.011
84532,259.22509104,39.46811903,13.88,8.045,7.534,0.62,0.009,0.007
84533,259.22631407,-30.35139562,15.15,7.651,7.304,1.1,0.009,0.009
84541,259.24613271,62.57785364,19.13,8.946,8.099,0.66,0.013,0.01
84548,259.25741934,26.71522089,14.26,7.99,7.55,0.89,0.007,0.006
84551,259.26547645,-32.66270528,19.8,6.127,5.586,0.72,0.005,0.004
84562,259.29626245,37.61097925,14.72,9.55,8.903,0.86,0.026,0.023
84572,259.3297073,-32.06561823,16.12,8.919,8.218,1.1,0.015,0.013
84579,259.33959454,25.02299982,12.51,9.785,8.987,1.4,0.017,0.013
84583,259.34753527,-49.19892013,15.11,10.537,9.769,1.59,0.044,0.037
84586,259.35640625,-66.950703,31.83,7.877,6.96,0.74,0.008,0.005
84594,259.3941618,4.07869354,23.02,12.217,10.908,2.09,0.192,0.094
84606,259.41785775,37.29134328,18.34,4.674,4.628,0.55,0.002,0.002
84607,259.41890861,29.22670035,41.58,9.734,8.541,1.04,0.018,0.012
84609,259.42474302,-28.93830513,15.19,9.409,8.753,1.28,0.019,0.017
84611,259.42986627,-30.77047894,13.68,9.803,9.099,1.41,0.046,0.041
84616,259.46003026,52.44758821,53.97,9.252,8.062,0.68,0.015,0.01
84633,259.52096158,-1.28467189,23.45,10.642,9.545,1.48,0.044,0.027
84636,259.52946915,-24.07284264,21.2,7.415,6.659,0.92,0.007,0.006
84642,259.56129542,-60.45742407,18.28,10.462,9.602,1.43,0.028,0.022
84652,259.59025879,-1.78130155,48.26,12.658,10.745,1.99,0.273,0.079
84676,259.66388167,-1.51002896,16.85,8.788,8.098,0.99,0.012,0.01
84679,259.67044879,34.74004012,13.19,11.683,10.732,1.58,0.084,0.058
84684,259.68296057,-29.48986498,17.4,10.574,9.694,1.8,0.047,0.037
84696,259.71042739,-2.81037371,27.38,7.309,6.716,3,0.008,0.006
84702,259.71702097,83.33659096,12.75,8.23,7.614,0.62,0.009,0.008
84737,259.83241217,-53.3853368,14.3,9.498,8.408,1.17,0.025,0.017
84740,259.83489003,34.15139196,19.7,10.083,9.151,1.05,0.023,0.017
84754,259.86748185,-44.08530388,18.42,11.119,10.226,1.96,0.078,0.058
84759,259.87712119,-50.06368383,17.95,6.757,6.32,0.8,0.005,0.006
84781,259.94394441,6.55351048,14.79,9.107,8.231,1.07,0.014,0.011
84785,259.96227688,45.30841433,15.04,7.042,6.692,0.57,0.006,0.005
84787,259.96429319,-48.54880892,18.15,7.412,6.75,0.83,0.006,0.005
84801,259.99803077,-5.91703822,18.74,7.38,6.408,0.86,0.006,0.006
84800,259.99823111,-83.68231315,13.55,9.834,9.204,1.4,0.02,0.017
84803,260.00060781,-8.02260932,14.03,8.716,8.002,1.69,0.016,0.014
84822,260.04570509,-49.91743061,14.79,9.154,8.491,1.27,0.018,0.016
84824,260.04848966,9.46170411,18.13,8.676,8.016,1.01,0.011,0.01
84827,260.05316269,-70.04488738,25.78,7.265,6.619,0.82,0.003,0.003
84855,260.13998009,48.18879904,24.96,6.845,6.407,0.67,0.006,0.005
84856,260.14331552,-19.33339899,20.41,7.22,6.565,0.93,0.006,0.006
84862,260.16447313,32.47027246,69.48,6.137,5.455,0.56,0.003,0.003
84866,260.17945535,-7.10661444,14.49,9.686,8.86,1.26,0.033,0.027
84879,260.2031264,-42.65841158,17.54,8.835,8.24,1.59,0.013,0.012
84880,260.2068148,-12.846882,16.86,4.392,4.341,0.86,0.002,0.002
84883,260.21916423,-10.69635486,21.19,6.854,6.497,1.05,0.005,0.006
84886,260.22510061,73.0133512,12.64,9.497,8.366,0.68,0.017,0.011
84905,260.27980079,1.44239557,25.88,7.633,7.014,0.95,0.006,0.005
84907,260.28158022,-24.68352982,20.58,9.563,8.684,1.18,0.024,0.019
84913,260.2983947,-12.05703683,17.33,8.253,7.751,1.14,0.012,0.011
84914,260.29850302,32.53599842,16.99,9.67,8.988,1,0.018,0.015
84920,260.31136548,31.25687684,13.13,7.578,6.967,0.68,0.006,0.005
84924,260.33122876,-51.1227041,25.64,8.557,7.855,1.09,0.013,0.011
84936,260.38171543,-22.92585231,17.63,9.444,8.777,1.64,0.021,0.019
84949,260.43172028,39.97480822,15.53,6.379,5.634,1.16,0.004,0.004
84988,260.56190159,-75.34753364,35.85,7.722,7.079,0.7,0.005,0.005
84992,260.5810523,2.33573958,16.59,10.767,9.789,1.56,0.047,0.031
84999,260.60221835,-30.20393634,14.81,8.618,8.069,1.48,0.013,0.012
85000,260.60419853,15.13681814,17.2,8.308,7.784,0.89,0.01,0.009
85007,260.61504545,24.87983674,33.54,7.497,6.941,0.84,0.004,0.004
85010,260.62408711,-54.28542442,24.98,7.405,6.877,0.87,0.006,0.006
85017,260.64401774,-19.61584444,29.87,8.84,7.942,1.2,0.014,0.011
85019,260.65793288,-35.91093287,27.03,7.077,6.474,0.78,0.005,0.004
85038,260.69976635,-58.47304207,15.63,7.03,6.751,1.01,0.004,0.005
